id,projectNameTH,projectNameEN,projectNameTHSlug,projectNameENSlug,propertyType,startingPrice,cityCode,creationTime,lastEditTime,publishTime,logoMediaId
671a834c-211d-467f-bcc7-668bb150a177,เเสนสุข วิลเลจ,Sansuk Village,เเสนสุข-วิลเลจ,Sansuk-Village,S,1990000.0,6631,2023-04-07T08:58:31.5010222,2023-04-07T09:13:05.0489408,2023-04-07T08:58:31.5010222,067b63ac-1567-4fa8-9a0e-be5fee843ba3
8a9d7ae4-952c-462d-95cc-2bd405e2e882,กู๊ดโฮม บุรีรัมย์,Good Home Buriram,กู๊ดโฮม-บุรีรัมย์,Good-Home-Buriram,S,2000000.0,6631,2023-04-07T08:37:46.7422933,2023-04-07T08:57:51.0330101,2023-04-07T08:37:46.7422933,81cc7ef2-e1b9-4af7-a304-81f70323456f
e9c67519-23b4-4281-ba82-8ca9fa2fe71f,บ้านทวีทรัพย์,Baan Taweesup,บ้านทวีทรัพย์,Baan-Taweesup,S,2000000.0,6631,2023-04-07T08:20:29.4032814,2023-04-07T08:35:13.6877511,2023-04-07T08:20:29.4032814,288e5ad1-8c49-4012-ac4e-ab1855859e57
f0133cd5-5dd1-41ce-b96b-b31aeea52347,พราวด์ วิลล์ บุรีรัมย์,Proud Ville Buriram,พราวด์-วิลล์-บุรีรัมย์,Proud-Ville-Buriram,S,3000000.0,6631,2023-04-07T07:29:46.2509714,2023-04-07T15:00:21.8522247,2023-04-07T07:29:46.2509714,7edab15a-3514-409b-a12d-8dbb26b84e13
885542b5-efc5-4932-9eab-cbea655c98bf,พีมเบอร์ตัน ขอนแก่น,Pemberton Khon Kaen,พีมเบอร์ตัน-ขอนแก่น,Pemberton-Khon-Kaen,S,5900000.0,6643,2023-04-07T06:38:54.3204491,2023-04-07T10:27:25.090992,2023-04-07T06:38:54.3204491,c7a470a9-65e4-49ae-b229-e6fe8c102d46
9c88d68e-1798-45e4-b194-c9f6937cba43,ฉัตรเพชร ศรีฐาน,Chatpetch Sritan,ฉัตรเพชร-ศรีฐาน,Chatpetch-Sritan,"D,S",3790000.0,6643,2023-04-07T05:49:50.5544896,2023-04-07T10:20:39.4839187,2023-04-07T05:49:50.5544896,331ade41-a534-44ff-9c89-aef23db238ff
5e3a6cce-68da-4329-81f2-838762193698,ฉัตรเพชร เลี่ยงเมือง-แอร์พอร์ต,Chatpetch Bypass Airport,ฉัตรเพชร-เลี่ยงเมือง-แอร์พอร์ต,Chatpetch-Bypass-Airport,S,3490000.0,6643,2023-04-07T04:11:07.413298,2023-04-07T10:13:45.4497105,2023-04-07T04:11:07.413298,74289343-35f0-4424-b3f8-588957e66cfa
1c75603e-c9a8-4370-a979-2904de5baf95,สตาร์รี่ ฮิลล์ เขาใหญ่,Starry Hills Khaoyai,สตาร์รี่-ฮิลล์-เขาใหญ่,Starry-Hills-Khaoyai,S,9000000.0,6644,2023-04-07T02:56:11.7440317,2023-04-07T14:52:32.5377172,2023-04-07T02:56:11.7440317,ddcd6fe6-5250-4b3c-b2a1-37605a4e8405
337525ea-d6f6-4174-bb8a-60aae48daf57,บ้านวรารักษ์ สวนสัตว์-มทส,Baan Wararuk,บ้านวรารักษ์-สวนสัตว์-มทส,Baan-Wararuk,S,2390000.0,6644,2023-04-05T10:57:00.2667904,2023-04-06T10:32:34.4818138,2023-04-05T10:57:00.2667904,f8438db9-574f-4b3e-acc5-700d057f5cf3
f6674805-4afe-4316-9013-e179f8aa26f3,โฮมแลนด์ 4,Homeland Korat 4,โฮมแลนด์-4,Homeland-Korat-4,S,2700000.0,6644,2023-04-05T09:42:18.9841195,2023-04-17T03:59:49.081491,2023-04-05T10:03:55.9011012,ddc71e50-6896-475f-b148-61ddc9474da3
78d6b3c9-40a4-4a57-9f75-08a79ddc7ef0,กฤษณา ปาร์ค บุรีรัมย์,Baan Kritsana Park,กฤษณา-ปาร์ค-บุรีรัมย์,Baan-Kritsana-Park,S,2490000.0,6631,2023-03-30T08:18:53.1843536,2023-03-30T08:40:35.9051211,2023-03-30T08:18:53.1843536,7ae55677-e009-4eee-846b-919651cca951
861b4253-0027-485e-b4d6-38c1c023386b,แกรนด์ รอยัล บุรีรัมย์,Grand Royal Buriram,แกรนด์-รอยัล-บุรีรัมย์,Grand-Royal-Buriram,S,3900000.0,6631,2023-03-30T07:44:11.5590608,2023-03-30T08:16:49.735816,2023-03-30T07:44:11.5590608,1b61c946-305c-48a1-8fac-d1063b00b756
d759cba3-2518-454e-9ea8-db7e15b49883,มูจิ เฮาส์ ขอนแก่น,Muji House Khonkaen,มูจิ-เฮาส์-ขอนแก่น,Muji-House-Khonkaen,S,2690000.0,6643,2023-03-30T07:22:11.7593508,2023-03-30T07:41:44.3782554,2023-03-30T07:22:11.7593508,99b7819c-0874-4201-a860-5028dfc65913
8a815233-7c19-4e36-aa70-18764a4176db,บ้านสุภาพร​ ขามทะเลสอ 8,Supapron Khamtaleso 8,บ้านสุภาพร​-ขามทะเลสอ-8,Supapron-Khamtaleso-8,S,2190000.0,6644,2023-03-30T07:02:07.6733273,2023-03-30T07:18:42.0312461,2023-03-30T07:02:07.6733273,b86b0fa3-91f9-462a-8d1b-c7bb4a695c8e
517018ff-f975-49b4-a3da-1c79bf0b0f61,บ้านสุภาพร หนองตาคง 2,Supapron Nongtakong 2,บ้านสุภาพร-หนองตาคง-2,Supapron-Nongtakong-2,S,2390000.0,6644,2023-03-30T06:09:10.0215944,2023-03-30T07:00:20.7159055,2023-03-30T06:09:10.0215944,09ec6de3-603e-44dc-af51-5dd7eb0e2e7d
64db1059-0575-47f0-9cba-e2d8bf7433fc,บ้านสุภาพร หัวทะเล,Supapron Hua-Talay,บ้านสุภาพร-หัวทะเล,Supapron-Hua-Talay,D,1890000.0,6644,2023-03-30T05:48:55.1580778,2023-03-30T06:36:03.1940837,2023-03-30T05:48:55.1580778,77e267e1-d84e-449e-b06a-fc3036b2ac76
b8630c2d-bc6f-4d75-8dd2-2a43cb18775c,เดอะไบบิวรี่ วิลเลจ,The Bibury Village,เดอะไบบิวรี่-วิลเลจ,The-Bibury-Village,S,1590000.0,6644,2023-03-30T05:18:14.9517217,2023-03-30T06:40:20.172173,2023-03-30T05:18:14.9517217,7688d4c7-e27a-447c-a2f7-5b97901e0f8b
afa0e114-f61a-4c39-ba18-b1e56affa863,กู๊ดวิลล์ พาร์ค,Good Ville Park,กู๊ดวิลล์-พาร์ค,Good-Ville-Park,S,2590000.0,6631,2023-03-30T05:00:55.7907343,2023-03-30T05:15:54.0043011,2023-03-30T05:06:22.8876471,30947c85-e05c-40e6-9294-5c6467f83384
24efeb50-16fa-4ebf-9cc9-82c345f13518,อาณาสรา อควา,Anasara Aqua,อาณาสรา-อควา,Anasara-Aqua,S,2650000.0,6644,2023-03-29T06:53:33.507405,2023-03-30T06:52:15.3967454,2023-03-29T06:53:33.507405,1fa715ac-de80-4cf0-8a15-032db255d8b1
ac49d71f-ca91-4a30-97aa-446b00e326f1,โกรฟ เดอะวิลล์,Grove de ville,โกรฟ-เดอะวิลล์,Grove-de-ville,"S,D",2390000.0,6644,2023-03-29T05:32:47.6887581,2023-03-30T06:47:30.7275653,2023-03-29T05:32:47.6887581,b5222f30-31d8-4a6f-a8c6-ed6c13698fb2
9b0560cc-30c3-45db-a165-92830850ed4f,ลัคกี้โฮม 3,Lucky home 3,ลัคกี้โฮม-3,Lucky-home-3,S,1850000.0,6631,2023-03-21T09:38:55.3824579,2023-03-22T05:57:00.0970574,2023-03-22T05:57:00.0970574,a118aacc-afb9-4479-8ec6-4d9e1f7dbfa5
ef1bbce7-5ad6-4bfd-a717-61c73f7a10a0,บ้านความสุข หนองไผ่,Kwamsook Home,บ้านความสุข-หนองไผ่,Kwamsook-home,S,1790000.0,6631,2023-03-21T10:29:29.7725516,2023-03-22T08:27:00.6579068,2023-03-21T10:29:29.7725516,ad3d6939-8295-4bae-b51c-3eeaf25a2fb3
e8bd050e-840d-4330-9775-460123941174,เดอะบรูค วิลเลจ,The Brook Village,เดอะบรูค-วิลเลจ,The-Brook-Village,S,2000000.0,6631,2023-03-21T10:25:25.8029517,2023-03-22T07:53:59.3167801,2023-03-21T10:25:25.8029517,85db23ad-04b4-40eb-b1f0-97619bf8a219
c27ace9d-a854-40e3-b83c-ac04fe033591,วิยะดา ไพรเวท พูลวิลล่า,Viyada Private Poolvilla Buriram,วิยะดา-ไพรเวท-พูลวิลล่า,Viyada-Private-Poolvilla-Buriram,S,3990000.0,6631,2023-03-21T10:15:51.035557,2023-03-22T07:32:23.9341026,2023-03-21T10:15:51.035557,d94240ac-bcc7-497d-b2b4-0d9195910c0b
be69d818-1649-4a3b-aa6e-5ceb67a4b3dd,เดอะเอ็ม สตอรี่,The M Story,เดอะเอ็ม-สตอรี่,The-M-Story,S,2000000.0,6631,2023-03-21T10:10:42.3412859,2023-03-22T07:12:57.7602687,2023-03-21T10:10:42.3412859,a6ded9e7-44e4-42b3-9990-e3d9c54e8a79
815d7526-8b91-46f2-942f-d5931810f53f,บ้านไอลิช,Eilish Buriram,บ้านไอลิช,Eilish-Buriram,S,2290000.0,6631,2023-03-21T10:03:42.9066265,2023-03-22T06:57:54.9830768,2023-03-21T10:03:42.9066265,bac6d577-5288-4aa6-931f-a809913c6ca3
364707ed-3cf8-4b22-8a06-79f867a3d1ff,ดิ อานนท์,The Anon,ดิ-อานนท์,The-Anon,S,2390000.0,6631,2023-03-21T09:59:00.3696797,2023-03-22T06:42:17.4929067,2023-03-21T09:59:00.3696797,1bf7fd68-dcde-4f2d-bda0-3ba6ec458529
0d7bc33d-3e31-430b-ad59-30609f2ff0b2,บ้านณกรบุรี 2,Nakorn Buri House 2,บ้านณกรบุรี-2,Nakorn-Buri-House-2,S,2490000.0,6631,2023-03-21T09:54:32.4044634,2023-03-22T06:30:05.0876658,2023-03-21T09:54:32.4044634,ae1eecdd-31a7-4dbb-bb51-1eb921d3366c
091e8dfa-5856-488d-a648-379a27465912,บ้านลามุนลามัย,Lamoon Lamai House,บ้านลามุนลามัย,Lamoon-Lamai-House,S,2590000.0,6631,2023-03-21T09:48:54.3339921,2023-03-22T06:10:43.1626458,2023-03-21T09:48:54.3339921,962d9476-98e4-4ebf-81b2-5109a8e34f64
15218fa1-819b-481a-b97b-040ccaf82e01,คันทรีโฮม,Country Home 9,คันทรีโฮม,Country-Home-9,S,2700000.0,6631,2023-03-21T09:32:56.515913,2023-03-22T05:30:15.9140505,2023-03-21T09:32:56.515913,f9356f67-d1c1-4a1e-862f-556b81500b64
ebeaf457-d0d4-4ea0-b391-f9e45dce7aee,บ้านสุภาพร บุรีรัมย์ 9,Supapron House 9,บ้านสุภาพร-บุรีรัมย์-9,Supapron-House-9,S,2490000.0,6631,2023-03-16T05:49:47.50074,2023-03-16T06:08:49.1974293,2023-03-16T05:49:47.50074,a32c1661-6626-44b1-9dcf-262d2f7855fd
64d5231e-793b-443b-8568-2982eedf2931,รัตสรา บุรีรัมย์,Ratsara Buriram,รัตสรา-บุรีรัมย์,Ratsara-Buriram,S,1690000.0,6631,2023-03-16T05:29:26.485498,2023-03-16T05:48:17.8321462,2023-03-16T05:29:26.485498,316f2be4-39f1-476d-9a85-31ad712ca506
b7bbc1eb-cf9a-430c-b504-f988c38b7c9d,โทมิ บุรีรัมย์,Tomi Buriram,โทมิ-บุรีรัมย์,Tomi-Buriram,S,3490000.0,6631,2023-03-16T03:29:57.4658899,2023-03-16T05:27:30.7824823,2023-03-16T03:29:57.4658899,61624ee8-0c3e-4ca3-9f05-4a3f4f41b3dd
bac41d3c-b36e-4266-af16-07563cbbe2c4,เดอะพรีม วิลเลจ,The PREEM Village,เดอะพรีม-วิลเลจ,The-PREEM-Village,S,2990000.0,6631,2023-03-15T10:17:48.3728365,2023-03-15T10:52:16.4249564,2023-03-15T10:17:48.3728365,fdb54d1e-af2f-4a88-864e-d777c11956a9
65656cd5-90bd-46ce-a417-7611b7faa7b1,เดอะพรีม เรสซิเดนท์,The PREEM Residence,เดอะพรีม-เรสซิเดนท์,The-PREEM-Residence,"S,B",2790000.0,6631,2023-03-15T09:35:15.8884793,2023-03-15T10:15:55.1602973,2023-03-15T09:35:15.8884793,eda15532-b372-4994-b4af-50866315ba33
64f687df-4caf-4c65-ac2f-0ffc6b22e281,ธาดาโฮม เดอะวินเทจ,Thada Home The Vintage,ธาดาโฮม-เดอะวินเทจ,Thada-Home-The-Vintage,"S,T,D",1890000.0,6631,2023-03-15T08:47:22.4851412,2023-03-15T09:33:08.9348952,2023-03-15T08:47:22.4851412,bd6c5091-9c45-462b-90c5-911234bdec47
dcfaf6dd-8c71-4c1b-b78a-4e4c65cbfb14,บ้านอิสรีย์ 3,Issaree House 3,บ้านอิสรีย์-3,Issaree-House-3,"S,D",1890000.0,6631,2023-03-15T07:48:28.6363757,2023-03-15T08:31:23.0745473,2023-03-15T07:48:28.6363757,7cbe0140-e6ae-4844-a8da-655a1ecc665b
7eb14ead-9468-426f-a2cd-658163439693,บุรีรัมย์ กรีนวิว 3,Buriram Green View 3,บุรีรัมย์-กรีนวิว-3,Buriram-Green-View-3,S,2490000.0,6631,2023-03-15T06:58:09.0268765,2023-03-15T07:41:04.4232782,2023-03-15T06:58:09.0268765,19aff63e-2baa-4b7f-be36-6e2fa0a95bca
89c80997-1d65-4099-be48-5a9f9c581e49,ไพร์ฟ บุรีรัมย์,Prive Buriram,ไพร์ฟ-บุรีรัมย์,Prive-Buriram,S,2000000.0,6631,2023-03-15T06:24:58.0775338,2023-03-15T06:55:34.4763413,2023-03-15T06:24:58.0775338,35e59649-628b-4cd8-8697-db1e8e81e728
586c053c-04a6-475e-847c-a2f2f60e964f,บ้านเพชรลดา บุรีรัมย์ 2,Phetlada House 2,บ้านเพชรลดา-บุรีรัมย์-2,Phetlada-House-2,S,1890000.0,6631,2023-03-15T05:55:21.4944594,2023-03-15T06:18:05.1383238,2023-03-15T05:55:21.4944594,56bfa614-8620-4f67-8504-485ac1b70d3d
943dd27e-06ef-4a4f-8492-15e9f4bb964a,เดอะวินด์โฟลว์,The Wind Flow,เดอะวินด์โฟลว์,The-Wind-Flow,S,2690000.0,6631,2023-03-10T08:04:12.2715065,2023-03-13T07:46:38.8026032,2023-03-10T08:04:12.2715065,753b4252-96d2-4e80-91aa-e2afa6bd2717
b70188b9-f528-4201-8b3d-8d968199ae39,ซิตี้โฮม ไลฟ์,City Home Life,ซิตี้โฮม-ไลฟ์,City-Home-Life,D,1690000.0,6631,2023-03-10T07:49:50.8152427,2023-03-13T07:46:21.1745443,2023-03-10T07:49:50.8152427,484859b3-01d5-4410-9d16-798027be6936
d501c972-cdde-47ee-9a21-73dd2b28919b,ซิตี้ ทาวน์,City Town,ซิตี้-ทาวน์,City-Town,T,1690000.0,6631,2023-03-10T07:31:20.8587348,2023-03-13T07:46:04.2866643,2023-03-10T07:31:20.8587348,117e527b-0d78-478c-97f9-d6640b6addab
ec73cbee-820a-4f8f-9dfa-5abda65ee916,ซิตี้ โฮม บุรีรัมย์,City Home Burirum,ซิตี้-โฮม-บุรีรัมย์,City-Home-Burirum,S,2350000.0,6631,2023-03-10T07:08:23.984536,2023-03-13T07:45:17.8851766,2023-03-10T07:08:23.984536,bd7b6cb4-c0f7-497f-b8bd-ec2809e1b78b
ff214e79-43e2-4181-89ef-e236e9388fa9,ซิตี้ โฮม แกรนด์ บีอาร์ 3,City Home Grand BR3,ซิตี้-โฮม-แกรนด์-บีอาร์-3,City-Home-Grand-BR3,"S,D",3790000.0,6631,2023-03-10T06:40:09.7727432,2023-03-13T07:44:56.2386647,2023-03-10T06:46:15.2314472,6ce382eb-ae19-4856-836f-bf9aa3a121c1
13767bb1-c28c-4a87-a8b5-1d1779192f6a,เดอะคีน คอนโดเทล,The Keen Condotel,เดอะคีน-คอนโดเทล,The-Keen-Condotel,"C,B",1700000.0,6631,2023-03-09T10:34:24.9261056,2023-03-13T07:44:25.5111059,2023-03-09T10:34:24.9261056,6f9e0f3b-07ca-4b35-9ac8-6beaa3bd9ea1
9003a260-edd6-4703-9068-76b139c74485,เกล้าลฏา 5 โพธิ์ศรีสุข,Klaolada House 5,เกล้าลฏา-5-โพธิ์ศรีสุข,Klaolada-House-5,S,2000000.0,6631,2023-03-09T10:13:36.5542884,2023-03-13T07:43:50.712706,2023-03-09T10:13:36.5542884,b61b91cd-558d-4856-b3e9-d20cb5c784f0
db1196d8-375c-49b5-a6a8-f1ad8d556299,พาร์ค คอนโด ดรีม บุรีรัมย์,Park Condo Deam Buriram,พาร์ค-คอนโด-ดรีม-บุรีรัมย์,Park-Condo-Deam-Burirum,C,990000.0,6631,2023-03-09T09:56:02.1545696,2023-03-13T07:43:27.3061508,2023-03-09T09:56:02.1545696,4e5e4309-1b60-47d6-b0a4-5e5100ffa111
c58bc4a3-1d0f-437e-8164-ea17cd3c4a78,เดอะสิริโฮม,The Siri Home,เดอะสิริโฮม,The-Siri-Home,"S,D,T",1499000.0,6631,2023-03-09T09:18:03.1157689,2023-03-13T07:43:09.2984426,2023-03-09T09:18:03.1157689,e4eed626-ac2f-489f-9179-b2428f13394a
bdab1108-90f6-42a2-a974-8947b69a0abf,ไลฟ์ลี่โฮม,Lively Home,ไลฟ์ลี่โฮม,Lively-Home,S,3900000.0,6631,2023-03-09T08:36:28.2050829,2023-03-13T07:42:53.4275337,2023-03-09T08:36:28.2050829,9009c690-7f35-496a-a3a7-00e2c89f2910
06b8a814-f37a-4e20-975a-ed6593f948ee,ธาดาวิลล่า บุรีรัมย์,Thada Villa,ธาดาวิลล่า-บุรีรัมย์,Thada-Villa,S,2390000.0,6631,2023-03-09T08:12:02.4241922,2023-03-13T07:42:01.199869,2023-03-09T08:12:02.4241922,b2d35f84-42d9-4878-8cd9-3ed17428f79d
86b9df99-2eee-4d7f-a25a-ffd3ec70495c,บ้านบุญศิริ 11,Boonsiri Home 11,บ้านบุญศิริ-11,Boonsiri-Home-11,S,2990000.0,6631,2023-03-09T07:54:17.9844289,2023-03-13T07:41:44.5982909,2023-03-09T07:54:17.9844289,da87ed13-7000-44a7-aeac-95d1616738cf
74520939-654b-4e91-a69b-cb9c18fc58e8,บ้านบุญศิริ 9,Boonsiri Home 9,บ้านบุญศิริ-9,Boonsiri-Home-9,S,7150000.0,6631,2023-03-09T07:25:01.560349,2023-03-13T07:41:20.496324,2023-03-09T07:25:01.560349,b76ab084-3163-4188-817b-0b5bac8d9553
e6c279af-e483-4b8e-8e61-d393c1d3617a,บ้านรวมทรัพย์-นาเมือง,Ban Ruamsup-Na Muang,บ้านรวมทรัพย์-นาเมือง,Ban-Ruamsup-Na-Muang,S,2490000.0,6645,2023-02-24T06:50:17.2812944,2023-02-24T07:03:17.5628762,2023-02-24T06:50:17.2812944,b9856191-3db0-4147-9752-b6a2de4c3d5f
5e774bf2-ec9e-4b93-b1c0-4f02b523ee29,ไลฟ์วัน ชยางกูร-ขามใหญ่,Life One,ไลฟ์วัน-ชยางกูร-ขามใหญ่,Life-One,"D,S",1620000.0,6645,2023-02-24T06:19:23.5254652,2023-02-24T06:47:39.2307831,2023-02-24T06:19:23.5254652,1676689f-af42-4e94-b3ea-01a0bcef749c
f5541898-a18f-42db-936e-2a5fb5f5e587,บ้านรุ่งอรุณ การ์เด้นโฮม,Rungaroon Garden Home,บ้านรุ่งอรุณ-การ์เด้นโฮม,Rungaroon-Garden-Home,S,1890000.0,6645,2023-02-22T05:27:42.8957962,2023-02-24T05:50:32.1480538,2023-02-22T05:27:42.8957962,59e5b50e-021e-4102-9926-a81eeeb9c74d
2604c5ea-81e6-459b-adb7-3f6766a00488,สมบัติ วิลเลจ,Sombat Village,สมบัติ-วิลเลจ,Sombat-Village,T,1490000.0,6644,2023-02-22T04:04:01.1150649,2023-02-22T05:24:13.2191378,2023-02-22T04:04:01.1150649,89b8f674-8871-45c5-b109-42c5ae47ad7d
9cdbc311-3e6b-4c0c-b1b5-cc58d2ae3e73,ฮานะโฮม,Hana Home Korat,ฮานะโฮม,Hana-Home-Korat,S,2590000.0,6644,2023-02-22T03:22:33.081497,2023-03-08T03:15:33.7424984,2023-02-22T03:37:18.3959434,a0efa923-d7d8-4f9c-958e-fd4e5ea3aae8
791fe412-0d40-4b8a-82b6-13093e3b5b35,อ๊อกซิเจน แกรนด์ ฮิลล์ เขาใหญ่ เรสซิเดนซ์,Oxygen Grand Hills Khao Yai Residence,อ๊อกซิเจน-แกรนด์-ฮิลล์-เขาใหญ่-เรสซิเดนซ์,Oxygen-Grand-Hills-Khao-Yai-Residence,S,16900000.0,6644,2023-01-28T12:06:43.4110286,2023-01-28T12:37:25.1871041,2023-01-28T12:06:43.4110286,a37105be-b6f8-451f-b8e5-4043c86b411d
ffef6ec5-d25b-490b-95a5-725163d34a17,999 บ้านวังตาล พูลวิลล่าชั้นเดียว,999 Ban Wangtan Pool Villas,999-บ้านวังตาล-พูลวิลล่าชั้นเดียว,999-Ban-Wangtan-Pool-Villas,S,19480000.0,6653,2023-01-28T11:23:11.2635037,2023-01-28T12:00:21.4455688,2023-01-28T11:23:11.2635037,c7791f5e-8327-4667-9c05-0bf057b571c3
0ddc449f-b27f-4856-b523-25c075d43d6b,ล้านนาธารา ลักชัวรี่พูลวิลล่า,Lanna Thara Luxury Pool Villa,ล้านนาธารา-ลักชัวรี่พูลวิลล่า,Lanna-Thara-Luxury-Pool-Villa,S,43800000.0,6653,2023-01-28T10:48:50.2650173,2023-01-28T11:19:09.7393715,2023-01-28T10:48:50.2650173,bc03782a-1f89-4899-a014-1fe04185c0fc
d58f3cad-695f-4248-b8d7-30a04033f135,999 จิมคาน่า เฟส 2,999 Gymkhana Phase 2,999-จิมคาน่า-เฟส-2,999-Gymkhana-Phase-2,S,18050000.0,6653,2023-01-28T09:50:18.0816548,2023-01-28T10:42:14.8755119,2023-01-28T09:50:18.0816548,a07d107a-55c3-485c-b501-490d06fb8c63
849f61aa-20b1-4dc0-a93b-f812c1e532f7,เจริญทรัพย์ โฮมออฟฟิศ 1,Charoensup Home Office 1,เจริญทรัพย์-โฮมออฟฟิศ-1,Charoensup-Home-Office-1,T,3470000.0,6645,2023-01-28T08:59:03.1194399,2023-01-28T09:46:26.9667241,2023-01-28T08:59:03.1194399,5fe432eb-6a86-49b4-94ad-eb7b1af09ec2
bd518784-d2b2-431b-8aff-f3957eae1541,สันติ บึงหนองโคตร,Santi house Nong Kod Lake,สันติ-บึงหนองโคตร,Santi-house-Nong-Kod-Lake,"D,T",1990000.0,6643,2023-01-20T14:33:16.2436578,2023-01-20T16:05:37.6524196,2023-01-20T14:33:16.2436578,a13eac94-c3af-4d43-86ce-7dc32ff8268d
32b0ebbd-4ebd-4d3c-a074-34f2b0449b1e,สิริ วิลล์ พิบูลมังสาหาร,Siri Ville Phibun Mangsahan,สิริ-วิลล์-พิบูลมังสาหาร,Siri-Ville-Phibun-Mangsahan,S,1850000.0,6645,2023-01-20T11:52:04.1855391,2023-01-20T14:26:19.5677357,2023-01-20T11:52:04.1855391,22ac8892-98b9-4293-84b5-574a3f4bffd0
b2c82438-6d32-42de-8106-9450cbd70c9c,เดอะการ์เด้นวิลล่า โคกสูง,The Garden Villa North Park,เดอะ-การ์เด้น-วิลล่า-โคกสูง,The-Garden-Villa-North-Park,"S,D",1890000.0,6644,2022-07-25T04:05:16.106,2023-01-20T11:49:53.2753393,2023-01-20T11:49:53.2753393,85195198-1bfd-4416-ad56-2a535cc37bcf
369bd2e6-0cc8-47e4-b2f4-a4ac42739bde,กันต์ณภัทรเฮ้าส์ หัวทะเล,Kannaphat House,กันต์ณภัทรเฮ้าส์-หัวทะเล,Kannaphat-House,S,2590000.0,6644,2023-01-20T10:52:43.2257108,2023-02-21T08:41:39.5493583,2023-01-20T10:52:43.2257108,22c1fd0d-461c-4b99-a8a0-e5569dfbf450
